Text	Predicted Label Correct Label
" unterscheidung der hilfsmittel zur verbindung von maschinenteilen in losbare und nicht losbare verbindungen, je nachdem diese eine trennung ohne zerstorung der verbindenden oder verbundenen teile ermoglichen, wie bei den keil - und schraubenverbindungen, oder je nachdem diese moglichkeit nicht vorliegt, wie bei den nietverbindungen und den verbindungen durch loten, schweißen, schrumpfen, ( leimen und kitten ). " [SEP]	1	0
" skizzieren ist die beste vorubung zum zeichnen und entwerfen. " [SEP]	1	0
" zweck der athembewegungen. am anfang des abschnittes uber die chemischen vorgange bei der athmung ist gezeigt worden, dass der zweck der athmung in dem austausch von sauerstoff und kohlensaure zwischen blut und aussenluft besteht. da das blut dauernd durch die lungen stromt, muss die luft in den lungen fortwahrend erneuert werden, damit dieser austausch dauernd stattfinden kann. dies geschieht durch die athembewegungen, die das aussere zeichen des athmungsvorganges und zugleich eins der hauptkennzeichen des lebendigen zustandes sind. " [SEP]	1	0
" die verwaltungspolizei ist das ausfuhrungsorgan der verwaltungsbehorde. " [SEP]	1	0
" bezuglich der wirkung der lichtstrahlen auf das auge konnen wir das spektrum in 3 gebiete einteilen, namlich in kurzwellige ultraviolette strahlen von der wellenlange 0 bis 300 μμ, in langwellige ultraviolette strahlen von 300 – 400 μμ und in sichtbare strahlen von der wellenlange 400 – 760 μμ. " [SEP]	1	0
" den stamm haben wir in lection 18 seiner wesentlichen zusammensetzung nach kennen gelernt, wir wissen auch, dass er nicht ausschliesslich ein oberirdischer ist, sondern auch haufig unter der erde in mannigfaltiger gestalt vegetirt und im letzteren falle der niederblattregion angehort. den oberirdischen stamm umfassen in der regel die laub - und die hochblattregion. in manchen grossen pflanzenklassen zeigt er eine besondere form oder beschaffenheit, so dass er verschiedene namen erhalten hat. " [SEP]	1	0
" nur selten darf man in einer bar noch rauchen. bei der verbrecherversammlung in der fahimi - bar in kreuzberg ist es erlaubt. und irgendwie passt das zur atmosphare dieser treffen, die vom verbrecher verlag zweimal im monat veranstaltet werden, um neue bucher vorzustellen und uberhaupt einen schonen abend zu haben. die verbrecherversammlung am dienstag widmete sich den freundinnen der hamburger edition nautilus. die feierte am 1. april 2014 ihr 40 - jahriges bestehen. lektorin katharina picanet und ihre namensvetterin und fur die pressearbeit des verlags verantwortliche katharina florian waren aus hamburg angereist, um aus dem nahkastchen des verlagsalltags zu plaudern. die edition nautilus wurde von hanna mittelstadt, lutz schulenburg und pierre gallissaires gegrundet. unter dem namen „ mad - materialien, analysen, dokumente “ veroffentlichte der verlag anfangs vor allem linke flugschriften. spater kamen biografien, belletristik und auch krimis dazu. eine werkausgabe von franz jung trieb den verlag beinahe in den ruin, wie picanet und florian am dienstag erzahlten. eine alte ausgabe der legendaren flugschriften hatten die beiden mitgebracht : der titel „ feminismus oder erotik : die entdeckungen der venus und das abenteuer des phallus innerhalb der bewegung des kommunismus “ von constance chatterley ( 1976 ) sorgte fur lautes gelachter im publikum. dieses werk wurde noch vom mad - verlag veroffentlicht. nach einer klage des gleichnamigen satiremagazins musste der sich aber einen neuen namen suchen. die wahl fiel auf edition nautilus, was laut florian und picanet oftma	1	0
" bereit, nach zimt wie mandeln, wie sie stets hoher schlagen – " [SEP]	1	0
" da hat wohl jemand zu viel stiefmutterchen geraucht. „ das superwahljahr 2013 hat auch bei den begonnen … mit sorgfaltig inszenierten auftritten versuchen sie, das publikum fur sich einzunehmen, und werben in prachtigen gewandern und um die gunst der wahlerinnen und wahler “, teilt das mit. wenn uns im superwahljahr 2013 solch bluht, dann graben wir uns sofort bis zum jahr 2014 ein. " [SEP]	1	0
" mit einer forderung von 6 prozent mehr gehalt geht verdi in die gesprache fur die rund 132. 000 tarifbeschaftigten der deutschen post. mindestens mussten die einkommen aber um 140 euro pro monat steigen, so die gewerkschaft am freitag. der laufende tarifvertrag, der eine lohnerhohung von 4 prozent vorsah, ist zum 1. april gekundigt. die neuen verhandlungen beginnen am 22. marz. mit der 6 - prozent - forderung geht die gewerkschaft auch in etwa in verhandlungen in anderen branchen. " [SEP]	1	0
" berlin | leider haben sich in die gestrige ausgabe zwei fehler eingeschlichen. der in dem text „ auch bombenbastler haben gefuhle “ auf dieser seite angekundigte ard - spielfilm heißt „ alles fur meinen vater “ und nicht wie in der unterzeile geschrieben „ alles fur meinen bruder “. die deutsch - israelische koproduktion wurde auch nicht am gestrigen montagabend gesendet, sondern wird am mittwoch um 20. 15 uhr in der ard gezeigt. wir bitten dies zu entschuldigen. " [SEP]	1	0
" immer wieder berichten wir an dieser stelle uber manner, die autos mit einem fohn abfackeln. doch lange war es still um die haartrocknerguerilla. schon glaubten wir, der trend ware in vergessenheit geraten, als uns folgende meldung der dpa erreichte : mit einem fohn hat ein mann im sauerlandischen winterberg aus versehen sein teures auto abgefackelt. wie ein polizeisprecher am samstag mitteilte, hatte alles damit begonnen, dass der innenraum des fahrzeuges nass geworden war. der autofahrer ging mit einem herkommlichen fohn zu werke. dabei entwickelte sich im beifahrerbereich ein brand, den der eigentumer zu spat bemerkte. er versuchte noch zu loschen, dennoch brannte das auto aus. das konnte auch die feuerwehr nicht mehr aufhalten. nun sind 50. 000 euro futsch. von den fohnfacklern konnen die autofackler in berlin noch viel lernen. " [SEP]	1	0
" die gamescom, europas großte messe fur digitale spiele, ist eroffnet. ein guter anlass, um den eskapismus zu loben und mal hemmungslos unproduktiv zu sein. " [SEP]	1	0
" die wegen finanzierungsproblemen in frage gestellte love parade 2010 in duisburg ist gesichert. die raverparty, zu der im kulturhauptstadtjahr mehr als eine million junge menschen erwartet werden, soll am 24. juli starten. das land nordrhein - westfalen habe letzte hurden beseitigt und der verschuldeten stadt „ grunes licht “ gegeben. die love parade soll auf einem ehemaligen guterbahnhofsgelande starten, das derzeit hergerichtet wird. " [SEP]	1	0
" angesichts der okologischen probleme pladieren politiker wie bremens umweltsenator reinhard loske fur eine abkehr von der wachstumslogik. richtig? das ist kein widerspruch. die wirtschaft kann auch ohne umweltzerstorung wachsen. um den klimawandel zu verhindern, mussen wir uns mit schrumpfen anfreunden. wenn wir auf wachstum verzichten, wachst die armut. " [SEP]	1	0
" der internet - riese yahoo hat den traditionsreichen homepage - dienst geocities abgeschaltet, den er vor 10 jahren ubernommen hatte. im netz ist man erbost, wie schnell das ging. " [SEP]	1	0
" ich bin mir da manchmal nicht mehr ganz sicher. denn die ddr ist ja optisch komplett verschwunden. auch die leute sind nicht mehr die gleichen. außerdem stimmt das, was uber die ddr erzahlt wird, nicht mit meinen erinnerungen uberein. die ddr wird ja dermaßen damonisiert … wir hatten einen geheimdienst, der nicht demokratisch kontrolliert und ubereifrig war. er hatte weit gehende rechte und mischte sich in die intimsphare der leute ein. das ist nicht zu leugnen. aber die stasi war nicht das hauptmerkmal der ddr. das weiß ich nicht genau. im nachhinein verschiebt sich ja die wahrnehmung. heute denke ich manchmal, dass ein wichtiges merkmal die ruhe war. außerdem gab ‘ s wenig geld und viel romantik. zu ddr - zeiten allerdings schienen die hauptmerkmale kleinburgersozialismus und bevormundung zu sein. ja, aber mit dem ende der ddr war das vorbei. das war bei mir so eine art stockholm - komplex : die ddr war klein, kleingeistig und durchreguliert. es war auch kein richtiger sozialismus. ich fand die ddr nie gut, aber seit sie weg ist, trauere ich ihr nach. das weiß ich nicht. tatsache ist aber, dass wir in den 80er jahren freier waren. die leute wurden nicht mehr so drangsaliert und haben sich ihren platz gesucht. sie waren aber auch nicht mehr so blauaugig. bautzen i und bautzen ii gab es, da ist nichts zu beschonigen. das waren gefangnisse, in denen politische gefangene saßen, zum te	1	0
" in den usa leben vogel gefahrlich. die zahl der zusammenstoße zwischen flugzeugen und tieren hat sich im vergangenen jahrzehnt verdoppelt. allein zwischen januar und november 2008 wurden 8. 758 kollisionen gezahlt. " [SEP]	1	0
" dem „ datenreport 2008 – ein sozialbericht fur die bundesrepublik deutschland “ ist zu entnehmen, dass der gini - koeffizient ( ein maß fur die „ einkommensungleichheit “ ) in den letzten funf jahren etwa um 20 % angestiegen ist. das bedeutet, dass die kaufkraft in den unteren einkommensgruppen um uber 200 milliarden euro gefallen ist. um diese umverteilung von unten nach oben etwas abzumildern, konnten zum beispiel auch eine sozialversicherungs - freigrenze in hohe der steuerfreigrenze und linear progressive versicherungsbeitrage eingefuhrt werden. diese maßnahme wurde auch die sogenannten lohnnebenkosten bei den unteren lohngruppen und die sozialversicherungsbeitrage der freiberuflich erwerbstatigen mit niedrigen einkommen senken. auch mini - jobs in kleinbetrieben waren leichter zu finanzieren. " [SEP]	1	0
" die erste beunruhigende neuheit ist, dass die teils als selbstmordattentater, teils als fluchtige terroristen handelnden manner keine militanten islamisten sind, die aus nahost, aus dem kaukasus oder dem maghreb gekommen sind. sie sind in europa geboren. sie haben europaische schulen besucht. sie sprechen eine oder mehrere europaische sprachen. die zweite neuheit ist, dass diese terroristischen neulinge nicht nur araber sind. viele dieser unverdachtigen rekruten des terrors sind pakistanischer oder sogar afrikanischer herkunft. im september 2004 hatte der stellvertretende us - außenminister richard armitage verkundet, dass bassajew „ kein recht hat, in unserer gesellschaft zu existieren “. entweder hat die us - regierung ihren ansatz geandert oder es besteht in der wahrnehmung von herrn armitage ein unterschied zwischen gesellschaft und fernsehen. es sieht so aus, als ob es nur eine antwort gibt : sofort ein interview mit osama bin laden machen und im landesweiten russischen sender rtr ausstrahlen. " [SEP]	1	0
" um wissen und darum, wie man wissen schafft geht es bei der „ stadt der wissenschaft “. wissenslucken uber dieselbe schließt der, der ab morgen taglich ( außer sonntags ) von 11 bis 19 uhr in der sandstraße seine pforten offnet – vor dem haus vorwarts. wie das kunftig heißt? – haus der wissenschaft, naturlich. " [SEP]	1	0
" zum zweiten mal nach 2002 vergibt der rhein - sieg - kreis dieses jahr den mit 20. 000 euro dotierten rheinischen kunstpreis. die ausschreibungs - und bewerbungsphase dauert bis zum 30. september, wie die kreisbehorde am montag mitteilte. an dem wettbewerb fur bildende kunst hatten sich vor zwei jahren 810 kunstler beteiligt. der rheinische kunstpreis wird im zweijahresrhythmus in zusammenarbeit mit dem rheinischen landesmuseum bonn vom landschaftsverband rheinland vergeben und ist aus dem seit 1979 verliehenen kunstpreis des rhein - sieg - kreises hervorgegangen. arbeiten der gewinnerin 2002, der kolnerin sonia knopp, sind bis zum 12. september diesen jahres im bonner landesmuseum zu sehen. um den preis 2004 kann sich jeder bewerben, der im bereich bildende kunst tatig ist und im gebiet des landschaftsverbandes rheinland oder in sudlicheren kreisen ( ahrweiler, neuwied, altenkirchen, mayen - koblenz, stadt koblenz, westerwald, rhein - lahn, rhein - hunsruck ) sowie in den partnerkreisen departement de la vienne ( frankreich ) und boleslawiec ( bunzlau / polen ) geboren ist oder dort wohnt. " [SEP]	1	0
" fettleibigkeit bei amerikanischen kindern und jugendlichen hat einer studie zufolge ein ausmaß erreicht, das andere in den vergangenen drei jahrzehnten erzielte fortschritte im gesundheitswesen zerstoren konnte. fettleibigkeit bei kindern ist auf einen stand gestiegen, der als moderne epidemie betrachtet werden konnte. im jahr 2002 waren demnach 15, 6 prozent der amerikanischen kinder und jugendlichen zwischen 12 und 19 jahren fettleibig. das seien 6, 1 prozent mehr als 1974, hieß es in der studie weiter, die von der stiftung fur kinderentwicklung in auftrag gegeben wurde. dabei wurden auch eindeutige verbesserungen registriert : waren 1974 noch 77, 5 prozent von 1. 000 kindern zwischen 12 und 15 jahren in gefahr, opfer eines gewaltverbrechens zu werden, waren es 2002 noch 44, 4 prozent. " [SEP]	1	0
" wir vom berliner tierheim sind keine durchgeknallten tierschutzer, die zum lachen in den keller gehen. im gegenteil, wir sind taz - leser, weil wir gern gut geschriebene artikel lesen, vor allem wenn sie so schon ironisch sind. wir fragen uns allerdings, was an einer vorbestraften tierqualerin so witzig ist, dass alle fakten uber diese frau mit launigen worten in frage gestellt werden. was ist daran so witzig, wenn diese frau nicht nur einmal 20 hunde und 50 katzen in einer winzigen wohnung gehalten hat, sie dort kaum versorgt und die paar „ uberlebenden “ verhokert. was ist daran witzig, wenn junge leute einer „ netten “ frau ihre wohnung anvertrauen, damit sie dort blumen gießt und die katze betreut, und sie dieses vertrauen damit belohnt, dass die eigene katze auch verkauft wird ( falls sie uberlebt und die wohnung ein fall fur die komplettsanierung wird? diese geschichte ist kein fall der „ sommermatten “ agenturen, sondern schlimme realitat. " [SEP]	1	0
